"user_id","pay_date","amount","region","platform","cohort_month","cohort_index"
9,"2023-11-07",10,Asia,iOS,"2023-07-10",4
9,"2023-12-07",10,Asia,iOS,"2023-07-10",5
10,"2023-02-24",10,Europe,iOS,"2023-02-24",0
10,"2023-03-26",10,Europe,iOS,"2023-02-24",1
11,"2023-03-16",10,Europe,Web,"2023-03-16",0
11,"2023-04-15",10,Europe,Web,"2023-03-16",1
11,"2023-05-15",10,Europe,Web,"2023-03-16",2
11,"2023-06-14",10,Europe,Web,"2023-03-16",3
11,"2023-07-14",10,Europe,Web,"2023-03-16",4
11,"2023-08-13",10,Europe,Web,"2023-03-16",5
11,"2023-09-12",10,Europe,Web,"2023-03-16",6
11,"2023-10-12",10,Europe,Web,"2023-03-16",7
12,"2023-03-18",10,Europe,iOS,"2023-03-18",0
12,"2023-04-17",10,Europe,iOS,"2023-03-18",1
12,"2023-05-17",10,Europe,iOS,"2023-03-18",2
12,"2023-06-16",10,Europe,iOS,"2023-03-18",3
12,"2023-07-16",10,Europe,iOS,"2023-03-18",4
12,"2023-08-15",10,Europe,iOS,"2023-03-18",5
13,"2023-04-18",10,Asia,iOS,"2023-04-18",0
13,"2023-05-18",10,Asia,iOS,"2023-04-18",1
13,"2023-06-17",10,Asia,iOS,"2023-04-18",2
13,"2023-07-17",10,Asia,iOS,"2023-04-18",3
13,"2023-08-16",10,Asia,iOS,"2023-04-18",4
13,"2023-09-15",10,Asia,iOS,"2023-04-18",5
13,"2023-10-15",10,Asia,iOS,"2023-04-18",6
13,"2023-11-14",10,Asia,iOS,"2023-04-18",7
13,"2023-12-14",10,Asia,iOS,"2023-04-18",8
14,"2023-01-11",10,North America,Android,"2023-01-11",0
14,"2023-02-10",10,North America,Android,"2023-01-11",1
14,"2023-03-12",10,North America,Android,"2023-01-11",2
14,"2023-04-11",10,North America,Android,"2023-01-11",3
14,"2023-05-11",10,North America,Android,"2023-01-11",4
14,"2023-06-10",10,North America,Android,"2023-01-11",5
15,"2023-01-27",10,Europe,Web,"2023-01-27",0
15,"2023-02-26",10,Europe,Web,"2023-01-27",1
15,"2023-03-28",10,Europe,Web,"2023-01-27",2
15,"2023-04-27",10,Europe,Web,"2023-01-27",3
16,"2023-06-24",10,Europe,iOS,"2023-06-24",0
16,"2023-07-24",10,Europe,iOS,"2023-06-24",1
17,"2023-05-01",10,North America,iOS,"2023-05-01",0
17,"2023-05-31",10,North America,iOS,"2023-05-01",0
17,"2023-06-30",10,North America,iOS,"2023-05-01",1
17,"2023-07-30",10,North America,iOS,"2023-05-01",2
17,"2023-08-29",10,North America,iOS,"2023-05-01",3
17,"2023-09-28",10,North America,iOS,"2023-05-01",4
17,"2023-10-28",10,North America,iOS,"2023-05-01",5
18,"2023-06-29",10,Europe,iOS,"2023-06-29",0
18,"2023-07-29",10,Europe,iOS,"2023-06-29",1
18,"2023-08-28",10,Europe,iOS,"2023-06-29",2
18,"2023-09-27",10,Europe,iOS,"2023-06-29",3
18,"2023-10-27",10,Europe,iOS,"2023-06-29",4
18,"2023-11-26",10,Europe,iOS,"2023-06-29",5
18,"2023-12-26",10,Europe,iOS,"2023-06-29",6
19,"2023-03-14",10,North America,iOS,"2023-03-14",0
19,"2023-04-13",10,North America,iOS,"2023-03-14",1
20,"2023-05-28",10,Asia,Android,"2023-05-28",0
20,"2023-06-27",10,Asia,Android,"2023-05-28",1
20,"2023-07-27",10,Asia,Android,"2023-05-28",2
21,"2023-07-05",10,Europe,iOS,"2023-07-05",0
21,"2023-08-04",10,Europe,iOS,"2023-07-05",1
21,"2023-09-03",10,Europe,iOS,"2023-07-05",2
22,"2023-02-03",10,Asia,Web,"2023-02-03",0
22,"2023-03-05",10,Asia,Web,"2023-02-03",1
22,"2023-04-04",10,Asia,Web,"2023-02-03",2
22,"2023-05-04",10,Asia,Web,"2023-02-03",3
22,"2023-06-03",10,Asia,Web,"2023-02-03",4
22,"2023-07-03",10,Asia,Web,"2023-02-03",5
22,"2023-08-02",10,Asia,Web,"2023-02-03",6
23,"2023-06-23",10,Europe,Android,"2023-06-23",0
23,"2023-07-23",10,Europe,Android,"2023-06-23",1
24,"2023-01-10",10,Asia,Android,"2023-01-10",0
25,"2023-06-24",10,Europe,Web,"2023-06-24",0
25,"2023-07-24",10,Europe,Web,"2023-06-24",1
25,"2023-08-23",10,Europe,Web,"2023-06-24",2
25,"2023-09-22",10,Europe,Web,"2023-06-24",3
25,"2023-10-22",10,Europe,Web,"2023-06-24",4
25,"2023-11-21",10,Europe,Web,"2023-06-24",5
25,"2023-12-21",10,Europe,Web,"2023-06-24",6
26,"2023-06-02",10,Europe,Android,"2023-06-02",0
26,"2023-07-02",10,Europe,Android,"2023-06-02",1
26,"2023-08-01",10,Europe,Android,"2023-06-02",2
27,"2023-03-21",10,Asia,Web,"2023-03-21",0
27,"2023-04-20",10,Asia,Web,"2023-03-21",1
27,"2023-05-20",10,Asia,Web,"2023-03-21",2
27,"2023-06-19",10,Asia,Web,"2023-03-21",3
28,"2023-05-25",10,Europe,iOS,"2023-05-25",0
29,"2023-03-03",10,Europe,iOS,"2023-03-03",0
29,"2023-04-02",10,Europe,iOS,"2023-03-03",1
29,"2023-05-02",10,Europe,iOS,"2023-03-03",2
29,"2023-06-01",10,Europe,iOS,"2023-03-03",3
29,"2023-07-01",10,Europe,iOS,"2023-03-03",4
29,"2023-07-31",10,Europe,iOS,"2023-03-03",4
30,"2023-02-05",10,Europe,iOS,"2023-02-05",0
30,"2023-03-07",10,Europe,iOS,"2023-02-05",1
31,"2023-03-10",10,Europe,Web,"2023-03-10",0
31,"2023-04-09",10,Europe,Web,"2023-03-10",1
31,"2023-05-09",10,Europe,Web,"2023-03-10",2
31,"2023-06-08",10,Europe,Web,"2023-03-10",3
31,"2023-07-08",10,Europe,Web,"2023-03-10",4
31,"2023-08-07",10,Europe,Web,"2023-03-10",5
31,"2023-09-06",10,Europe,Web,"2023-03-10",6
31,"2023-10-06",10,Europe,Web,"2023-03-10",7
31,"2023-11-05",10,Europe,Web,"2023-03-10",8
32,"2023-01-11",10,North America,Web,"2023-01-11",0
32,"2023-02-10",10,North America,Web,"2023-01-11",1
32,"2023-03-12",10,North America,Web,"2023-01-11",2
32,"2023-04-11",10,North America,Web,"2023-01-11",3
32,"2023-05-11",10,North America,Web,"2023-01-11",4
32,"2023-06-10",10,North America,Web,"2023-01-11",5
32,"2023-07-10",10,North America,Web,"2023-01-11",6
32,"2023-08-09",10,North America,Web,"2023-01-11",7
32,"2023-09-08",10,North America,Web,"2023-01-11",8
33,"2023-02-11",10,Europe,Web,"2023-02-11",0
33,"2023-03-13",10,Europe,Web,"2023-02-11",1
33,"2023-04-12",10,Europe,Web,"2023-02-11",2
34,"2023-04-15",10,North America,iOS,"2023-04-15",0
34,"2023-05-15",10,North America,iOS,"2023-04-15",1
34,"2023-06-14",10,North America,iOS,"2023-04-15",2
35,"2023-04-19",10,North America,Web,"2023-04-19",0
35,"2023-05-19",10,North America,Web,"2023-04-19",1
35,"2023-06-18",10,North America,Web,"2023-04-19",2
35,"2023-07-18",10,North America,Web,"2023-04-19",3
36,"2023-03-03",10,Asia,Web,"2023-03-03",0
36,"2023-04-02",10,Asia,Web,"2023-03-03",1
36,"2023-05-02",10,Asia,Web,"2023-03-03",2
36,"2023-06-01",10,Asia,Web,"2023-03-03",3
36,"2023-07-01",10,Asia,Web,"2023-03-03",4
37,"2023-04-07",10,North America,Android,"2023-04-07",0
37,"2023-05-07",10,North America,Android,"2023-04-07",1
38,"2023-02-02",10,North America,iOS,"2023-02-02",0
39,"2023-02-17",10,North America,Android,"2023-02-17",0
39,"2023-03-19",10,North America,Android,"2023-02-17",1
39,"2023-04-18",10,North America,Android,"2023-02-17",2
39,"2023-05-18",10,North America,Android,"2023-02-17",3
39,"2023-06-17",10,North America,Android,"2023-02-17",4
39,"2023-07-17",10,North America,Android,"2023-02-17",5
39,"2023-08-16",10,North America,Android,"2023-02-17",6
39,"2023-09-15",10,North America,Android,"2023-02-17",7
39,"2023-10-15",10,North America,Android,"2023-02-17",8
40,"2023-02-04",10,Europe,Android,"2023-02-04",0
40,"2023-03-06",10,Europe,Android,"2023-02-04",1
40,"2023-04-05",10,Europe,Android,"2023-02-04",2
40,"2023-05-05",10,Europe,Android,"2023-02-04",3
40,"2023-06-04",10,Europe,Android,"2023-02-04",4
41,"2023-07-07",10,Europe,iOS,"2023-07-07",0
41,"2023-08-06",10,Europe,iOS,"2023-07-07",1
41,"2023-09-05",10,Europe,iOS,"2023-07-07",2
41,"2023-10-05",10,Europe,iOS,"2023-07-07",3
41,"2023-11-04",10,Europe,iOS,"2023-07-07",4
42,"2023-03-31",10,North America,iOS,"2023-03-31",0
42,"2023-04-30",10,North America,iOS,"2023-03-31",1
42,"2023-05-30",10,North America,iOS,"2023-03-31",2
42,"2023-06-29",10,North America,iOS,"2023-03-31",3
42,"2023-07-29",10,North America,iOS,"2023-03-31",4
43,"2023-03-02",10,North America,Web,"2023-03-02",0
43,"2023-04-01",10,North America,Web,"2023-03-02",1
43,"2023-05-01",10,North America,Web,"2023-03-02",2
43,"2023-05-31",10,North America,Web,"2023-03-02",2
44,"2023-04-30",10,Asia,iOS,"2023-04-30",0
44,"2023-05-30",10,Asia,iOS,"2023-04-30",1
44,"2023-06-29",10,Asia,iOS,"2023-04-30",2
44,"2023-07-29",10,Asia,iOS,"2023-04-30",3
44,"2023-08-28",10,Asia,iOS,"2023-04-30",4
44,"2023-09-27",10,Asia,iOS,"2023-04-30",5
44,"2023-10-27",10,Asia,iOS,"2023-04-30",6
44,"2023-11-26",10,Asia,iOS,"2023-04-30",7
45,"2023-06-16",10,Europe,iOS,"2023-06-16",0
45,"2023-07-16",10,Europe,iOS,"2023-06-16",1
45,"2023-08-15",10,Europe,iOS,"2023-06-16",2
45,"2023-09-14",10,Europe,iOS,"2023-06-16",3
45,"2023-10-14",10,Europe,iOS,"2023-06-16",4
45,"2023-11-13",10,Europe,iOS,"2023-06-16",5
45,"2023-12-13",10,Europe,iOS,"2023-06-16",6
46,"2023-07-05",10,Asia,Web,"2023-07-05",0
46,"2023-08-04",10,Asia,Web,"2023-07-05",1
46,"2023-09-03",10,Asia,Web,"2023-07-05",2
46,"2023-10-03",10,Asia,Web,"2023-07-05",3
46,"2023-11-02",10,Asia,Web,"2023-07-05",4
47,"2023-06-22",10,Asia,Web,"2023-06-22",0
48,"2023-07-02",10,Asia,Web,"2023-07-02",0
48,"2023-08-01",10,Asia,Web,"2023-07-02",1
48,"2023-08-31",10,Asia,Web,"2023-07-02",1
48,"2023-09-30",10,Asia,Web,"2023-07-02",2
48,"2023-10-30",10,Asia,Web,"2023-07-02",3
49,"2023-06-16",10,Asia,iOS,"2023-06-16",0
49,"2023-07-16",10,Asia,iOS,"2023-06-16",1
50,"2023-06-17",10,Europe,Android,"2023-06-17",0
50,"2023-07-17",10,Europe,Android,"2023-06-17",1
50,"2023-08-16",10,Europe,Android,"2023-06-17",2
50,"2023-09-15",10,Europe,Android,"2023-06-17",3
50,"2023-10-15",10,Europe,Android,"2023-06-17",4
50,"2023-11-14",10,Europe,Android,"2023-06-17",5
50,"2023-12-14",10,Europe,Android,"2023-06-17",6
51,"2023-05-11",10,North America,Web,"2023-05-11",0
51,"2023-06-10",10,North America,Web,"2023-05-11",1
52,"2023-04-27",10,Europe,Android,"2023-04-27",0
52,"2023-05-27",10,Europe,Android,"2023-04-27",1
52,"2023-06-26",10,Europe,Android,"2023-04-27",2
52,"2023-07-26",10,Europe,Android,"2023-04-27",3
52,"2023-08-25",10,Europe,Android,"2023-04-27",4
52,"2023-09-24",10,Europe,Android,"2023-04-27",5
52,"2023-10-24",10,Europe,Android,"2023-04-27",6
52,"2023-11-23",10,Europe,Android,"2023-04-27",7
52,"2023-12-23",10,Europe,Android,"2023-04-27",8
53,"2023-02-25",10,North America,Android,"2023-02-25",0
53,"2023-03-27",10,North America,Android,"2023-02-25",1
53,"2023-04-26",10,North America,Android,"2023-02-25",2
53,"2023-05-26",10,North America,Android,"2023-02-25",3
53,"2023-06-25",10,North America,Android,"2023-02-25",4
53,"2023-07-25",10,North America,Android,"2023-02-25",5
53,"2023-08-24",10,North America,Android,"2023-02-25",6
53,"2023-09-23",10,North America,Android,"2023-02-25",7
53,"2023-10-23",10,North America,Android,"2023-02-25",8
54,"2023-02-01",10,Europe,Web,"2023-02-01",0
54,"2023-03-03",10,Europe,Web,"2023-02-01",1
54,"2023-04-02",10,Europe,Web,"2023-02-01",2
54,"2023-05-02",10,Europe,Web,"2023-02-01",3
54,"2023-06-01",10,Europe,Web,"2023-02-01",4
54,"2023-07-01",10,Europe,Web,"2023-02-01",5
54,"2023-07-31",10,Europe,Web,"2023-02-01",5
55,"2023-06-22",10,Asia,Android,"2023-06-22",0
55,"2023-07-22",10,Asia,Android,"2023-06-22",1
55,"2023-08-21",10,Asia,Android,"2023-06-22",2
55,"2023-09-20",10,Asia,Android,"2023-06-22",3
55,"2023-10-20",10,Asia,Android,"2023-06-22",4
55,"2023-11-19",10,Asia,Android,"2023-06-22",5
55,"2023-12-19",10,Asia,Android,"2023-06-22",6
56,"2023-06-05",10,Asia,Web,"2023-06-05",0
56,"2023-07-05",10,Asia,Web,"2023-06-05",1
56,"2023-08-04",10,Asia,Web,"2023-06-05",2
57,"2023-07-06",10,Asia,Web,"2023-07-06",0
57,"2023-08-05",10,Asia,Web,"2023-07-06",1
57,"2023-09-04",10,Asia,Web,"2023-07-06",2
57,"2023-10-04",10,Asia,Web,"2023-07-06",3
57,"2023-11-03",10,Asia,Web,"2023-07-06",4
57,"2023-12-03",10,Asia,Web,"2023-07-06",5
58,"2023-06-01",10,Asia,Android,"2023-06-01",0
58,"2023-07-01",10,Asia,Android,"2023-06-01",1
58,"2023-07-31",10,Asia,Android,"2023-06-01",1
58,"2023-08-30",10,Asia,Android,"2023-06-01",2
58,"2023-09-29",10,Asia,Android,"2023-06-01",3
58,"2023-10-29",10,Asia,Android,"2023-06-01",4
59,"2023-04-24",10,Asia,Android,"2023-04-24",0
59,"2023-05-24",10,Asia,Android,"2023-04-24",1
59,"2023-06-23",10,Asia,Android,"2023-04-24",2
59,"2023-07-23",10,Asia,Android,"2023-04-24",3
60,"2023-01-05",10,North America,iOS,"2023-01-05",0
60,"2023-02-04",10,North America,iOS,"2023-01-05",1
60,"2023-03-06",10,North America,iOS,"2023-01-05",2
61,"2023-01-14",10,Europe,Web,"2023-01-14",0
61,"2023-02-13",10,Europe,Web,"2023-01-14",1
61,"2023-03-15",10,Europe,Web,"2023-01-14",2
61,"2023-04-14",10,Europe,Web,"2023-01-14",3
61,"2023-05-14",10,Europe,Web,"2023-01-14",4
61,"2023-06-13",10,Europe,Web,"2023-01-14",5
61,"2023-07-13",10,Europe,Web,"2023-01-14",6
61,"2023-08-12",10,Europe,Web,"2023-01-14",7
62,"2023-06-12",10,Europe,iOS,"2023-06-12",0
63,"2023-02-10",10,Asia,Android,"2023-02-10",0
63,"2023-03-12",10,Asia,Android,"2023-02-10",1
63,"2023-04-11",10,Asia,Android,"2023-02-10",2
63,"2023-05-11",10,Asia,Android,"2023-02-10",3
63,"2023-06-10",10,Asia,Android,"2023-02-10",4
63,"2023-07-10",10,Asia,Android,"2023-02-10",5
64,"2023-06-29",10,North America,Web,"2023-06-29",0
64,"2023-07-29",10,North America,Web,"2023-06-29",1
64,"2023-08-28",10,North America,Web,"2023-06-29",2
64,"2023-09-27",10,North America,Web,"2023-06-29",3
64,"2023-10-27",10,North America,Web,"2023-06-29",4
64,"2023-11-26",10,North America,Web,"2023-06-29",5
64,"2023-12-26",10,North America,Web,"2023-06-29",6
65,"2023-01-16",10,Asia,Web,"2023-01-16",0
65,"2023-02-15",10,Asia,Web,"2023-01-16",1
65,"2023-03-17",10,Asia,Web,"2023-01-16",2
65,"2023-04-16",10,Asia,Web,"2023-01-16",3
65,"2023-05-16",10,Asia,Web,"2023-01-16",4
65,"2023-06-15",10,Asia,Web,"2023-01-16",5
66,"2023-04-21",10,Europe,Android,"2023-04-21",0
66,"2023-05-21",10,Europe,Android,"2023-04-21",1
66,"2023-06-20",10,Europe,Android,"2023-04-21",2
67,"2023-01-02",10,Europe,Android,"2023-01-02",0
67,"2023-02-01",10,Europe,Android,"2023-01-02",1
67,"2023-03-03",10,Europe,Android,"2023-01-02",2
67,"2023-04-02",10,Europe,Android,"2023-01-02",3
67,"2023-05-02",10,Europe,Android,"2023-01-02",4
67,"2023-06-01",10,Europe,Android,"2023-01-02",5
67,"2023-07-01",10,Europe,Android,"2023-01-02",6
67,"2023-07-31",10,Europe,Android,"2023-01-02",6
68,"2023-07-08",10,Europe,iOS,"2023-07-08",0
68,"2023-08-07",10,Europe,iOS,"2023-07-08",1
68,"2023-09-06",10,Europe,iOS,"2023-07-08",2
68,"2023-10-06",10,Europe,iOS,"2023-07-08",3
68,"2023-11-05",10,Europe,iOS,"2023-07-08",4
68,"2023-12-05",10,Europe,iOS,"2023-07-08",5
69,"2023-04-07",10,North America,Android,"2023-04-07",0
69,"2023-05-07",10,North America,Android,"2023-04-07",1
69,"2023-06-06",10,North America,Android,"2023-04-07",2
69,"2023-07-06",10,North America,Android,"2023-04-07",3
69,"2023-08-05",10,North America,Android,"2023-04-07",4
69,"2023-09-04",10,North America,Android,"2023-04-07",5
69,"2023-10-04",10,North America,Android,"2023-04-07",6
70,"2023-05-08",10,North America,Web,"2023-05-08",0
70,"2023-06-07",10,North America,Web,"2023-05-08",1
70,"2023-07-07",10,North America,Web,"2023-05-08",2
70,"2023-08-06",10,North America,Web,"2023-05-08",3
70,"2023-09-05",10,North America,Web,"2023-05-08",4
70,"2023-10-05",10,North America,Web,"2023-05-08",5
71,"2023-04-26",10,Europe,Android,"2023-04-26",0
71,"2023-05-26",10,Europe,Android,"2023-04-26",1
71,"2023-06-25",10,Europe,Android,"2023-04-26",2
71,"2023-07-25",10,Europe,Android,"2023-04-26",3
71,"2023-08-24",10,Europe,Android,"2023-04-26",4
71,"2023-09-23",10,Europe,Android,"2023-04-26",5
71,"2023-10-23",10,Europe,Android,"2023-04-26",6
71,"2023-11-22",10,Europe,Android,"2023-04-26",7
71,"2023-12-22",10,Europe,Android,"2023-04-26",8
72,"2023-07-04",10,Asia,iOS,"2023-07-04",0
72,"2023-08-03",10,Asia,iOS,"2023-07-04",1
72,"2023-09-02",10,Asia,iOS,"2023-07-04",2
72,"2023-10-02",10,Asia,iOS,"2023-07-04",3
72,"2023-11-01",10,Asia,iOS,"2023-07-04",4
72,"2023-12-01",10,Asia,iOS,"2023-07-04",5
73,"2023-07-17",10,North America,iOS,"2023-07-17",0
73,"2023-08-16",10,North America,iOS,"2023-07-17",1
73,"2023-09-15",10,North America,iOS,"2023-07-17",2
73,"2023-10-15",10,North America,iOS,"2023-07-17",3
73,"2023-11-14",10,North America,iOS,"2023-07-17",4
73,"2023-12-14",10,North America,iOS,"2023-07-17",5
74,"2023-07-14",10,North America,iOS,"2023-07-14",0
74,"2023-08-13",10,North America,iOS,"2023-07-14",1
74,"2023-09-12",10,North America,iOS,"2023-07-14",2
74,"2023-10-12",10,North America,iOS,"2023-07-14",3
74,"2023-11-11",10,North America,iOS,"2023-07-14",4
74,"2023-12-11",10,North America,iOS,"2023-07-14",5
75,"2023-04-25",10,Asia,Android,"2023-04-25",0
76,"2023-06-13",10,Asia,iOS,"2023-06-13",0
76,"2023-07-13",10,Asia,iOS,"2023-06-13",1
76,"2023-08-12",10,Asia,iOS,"2023-06-13",2
76,"2023-09-11",10,Asia,iOS,"2023-06-13",3
76,"2023-10-11",10,Asia,iOS,"2023-06-13",4
76,"2023-11-10",10,Asia,iOS,"2023-06-13",5
76,"2023-12-10",10,Asia,iOS,"2023-06-13",6
77,"2023-02-06",10,Europe,iOS,"2023-02-06",0
77,"2023-03-08",10,Europe,iOS,"2023-02-06",1
77,"2023-04-07",10,Europe,iOS,"2023-02-06",2
77,"2023-05-07",10,Europe,iOS,"2023-02-06",3
77,"2023-06-06",10,Europe,iOS,"2023-02-06",4
77,"2023-07-06",10,Europe,iOS,"2023-02-06",5
78,"2023-04-25",10,Europe,iOS,"2023-04-25",0
78,"2023-05-25",10,Europe,iOS,"2023-04-25",1
78,"2023-06-24",10,Europe,iOS,"2023-04-25",2
78,"2023-07-24",10,Europe,iOS,"2023-04-25",3
78,"2023-08-23",10,Europe,iOS,"2023-04-25",4
79,"2023-05-19",10,North America,iOS,"2023-05-19",0
79,"2023-06-18",10,North America,iOS,"2023-05-19",1
79,"2023-07-18",10,North America,iOS,"2023-05-19",2
80,"2023-01-09",10,Asia,Android,"2023-01-09",0
81,"2023-02-12",10,Europe,Android,"2023-02-12",0
81,"2023-03-14",10,Europe,Android,"2023-02-12",1
81,"2023-04-13",10,Europe,Android,"2023-02-12",2
81,"2023-05-13",10,Europe,Android,"2023-02-12",3
82,"2023-05-15",10,Europe,iOS,"2023-05-15",0
83,"2023-04-22",10,Europe,iOS,"2023-04-22",0
83,"2023-05-22",10,Europe,iOS,"2023-04-22",1
83,"2023-06-21",10,Europe,iOS,"2023-04-22",2
83,"2023-07-21",10,Europe,iOS,"2023-04-22",3
83,"2023-08-20",10,Europe,iOS,"2023-04-22",4
83,"2023-09-19",10,Europe,iOS,"2023-04-22",5
83,"2023-10-19",10,Europe,iOS,"2023-04-22",6
83,"2023-11-18",10,Europe,iOS,"2023-04-22",7
84,"2023-02-08",10,Asia,Web,"2023-02-08",0
84,"2023-03-10",10,Asia,Web,"2023-02-08",1
84,"2023-04-09",10,Asia,Web,"2023-02-08",2
84,"2023-05-09",10,Asia,Web,"2023-02-08",3
85,"2023-02-21",10,North America,Web,"2023-02-21",0
85,"2023-03-23",10,North America,Web,"2023-02-21",1
85,"2023-04-22",10,North America,Web,"2023-02-21",2
85,"2023-05-22",10,North America,Web,"2023-02-21",3
86,"2023-05-10",10,Asia,Android,"2023-05-10",0
86,"2023-06-09",10,Asia,Android,"2023-05-10",1
86,"2023-07-09",10,Asia,Android,"2023-05-10",2
86,"2023-08-08",10,Asia,Android,"2023-05-10",3
86,"2023-09-07",10,Asia,Android,"2023-05-10",4
86,"2023-10-07",10,Asia,Android,"2023-05-10",5
86,"2023-11-06",10,Asia,Android,"2023-05-10",6
86,"2023-12-06",10,Asia,Android,"2023-05-10",7
87,"2023-05-22",10,Europe,iOS,"2023-05-22",0
87,"2023-06-21",10,Europe,iOS,"2023-05-22",1
87,"2023-07-21",10,Europe,iOS,"2023-05-22",2
87,"2023-08-20",10,Europe,iOS,"2023-05-22",3
87,"2023-09-19",10,Europe,iOS,"2023-05-22",4
88,"2023-01-15",10,Europe,iOS,"2023-01-15",0
89,"2023-05-08",10,Asia,iOS,"2023-05-08",0
89,"2023-06-07",10,Asia,iOS,"2023-05-08",1
90,"2023-02-11",10,Europe,iOS,"2023-02-11",0
90,"2023-03-13",10,Europe,iOS,"2023-02-11",1
90,"2023-04-12",10,Europe,iOS,"2023-02-11",2
90,"2023-05-12",10,Europe,iOS,"2023-02-11",3
90,"2023-06-11",10,Europe,iOS,"2023-02-11",4
90,"2023-07-11",10,Europe,iOS,"2023-02-11",5
90,"2023-08-10",10,Europe,iOS,"2023-02-11",6
90,"2023-09-09",10,Europe,iOS,"2023-02-11",7
91,"2023-01-05",10,Europe,Web,"2023-01-05",0
91,"2023-02-04",10,Europe,Web,"2023-01-05",1
91,"2023-03-06",10,Europe,Web,"2023-01-05",2
91,"2023-04-05",10,Europe,Web,"2023-01-05",3
92,"2023-03-24",10,Europe,iOS,"2023-03-24",0
92,"2023-04-23",10,Europe,iOS,"2023-03-24",1
92,"2023-05-23",10,Europe,iOS,"2023-03-24",2
92,"2023-06-22",10,Europe,iOS,"2023-03-24",3
92,"2023-07-22",10,Europe,iOS,"2023-03-24",4
92,"2023-08-21",10,Europe,iOS,"2023-03-24",5
92,"2023-09-20",10,Europe,iOS,"2023-03-24",6
92,"2023-10-20",10,Europe,iOS,"2023-03-24",7
92,"2023-11-19",10,Europe,iOS,"2023-03-24",8
93,"2023-01-25",10,Europe,iOS,"2023-01-25",0
93,"2023-02-24",10,Europe,iOS,"2023-01-25",1
93,"2023-03-26",10,Europe,iOS,"2023-01-25",2
93,"2023-04-25",10,Europe,iOS,"2023-01-25",3
94,"2023-04-27",10,Asia,Android,"2023-04-27",0
94,"2023-05-27",10,Asia,Android,"2023-04-27",1
94,"2023-06-26",10,Asia,Android,"2023-04-27",2
94,"2023-07-26",10,Asia,Android,"2023-04-27",3
94,"2023-08-25",10,Asia,Android,"2023-04-27",4
94,"2023-09-24",10,Asia,Android,"2023-04-27",5
94,"2023-10-24",10,Asia,Android,"2023-04-27",6
95,"2023-02-01",10,Europe,Web,"2023-02-01",0
95,"2023-03-03",10,Europe,Web,"2023-02-01",1
95,"2023-04-02",10,Europe,Web,"2023-02-01",2
